Counter	Image	class label	Myr	Viewpoint	Delta PA	v_asym	s_asym	resids	lambda_r	epsilon	A	A_2	deltapos	deltapos2
3	fg1_m13_iso1_rotated	0	0.05	3	17.82	0.04	0.03	15.59	0.86	0.51	1.72	14.36	0.3	0.48
4	fg1_m13_iso1_rotated	0	0.05	4	75.0	0.08	0.04	5.81	0.28	0.01	5.89	20.01	0.0	0.64
5	fg1_m13_iso1_rotated	0	0.05	5	18.33	0.09	0.04	5.78	0.27	0.02	6.56	13.08	0.3	0.77
6	fg1_m13_iso1_rotated	0	0.05	6	4.87	0.07	0.04	5.3	0.27	0.02	6.55	15.43	0.0	0.48
7	fg1_m13_iso1_rotated	0	0.1	0	1.07	0.02	0.03	7.89	0.76	0.29	5.67	11.1	0.3	0.48
8	fg1_m13_iso1_rotated	0	0.1	2	8.85	0.03	0.03	12.56	0.86	0.5	1.17	6.54	0.86	0.88
9	fg1_m13_iso1_rotated	0	0.1	3	1.34	0.02	0.03	8.16	0.86	0.51	2.85	16.71	0.43	0.21
10	fg1_m13_iso1_rotated	0	0.1	4	9.29	0.12	0.04	6.64	0.28	0.02	9.38	18.66	0.3	0.64
11	fg1_m13_iso1_rotated	0	0.1	5	43.0	0.08	0.04	5.2	0.27	0.01	21.67	43.02	0.3	1.07
12	fg1_m13_iso1_rotated	0	0.1	6	31.7	0.08	0.04	6.07	0.33	0.02	8.01	20.19	0.3	0.21
13	fg1_m13_iso1_rotated	0	0.2	0	1.59	0.04	0.05	9.03	0.76	0.29	5.08	30.94	0.68	1.5
14	fg1_m13_iso1_rotated	0	0.2	1	1.97	0.01	0.03	8.01	0.86	0.51	7.28	21.71	0.43	0.48
15	fg1_m13_iso1_rotated	0	0.2	3	1.29	0.01	0.03	4.68	0.86	0.5	1.76	9.4	0.0	0.48
16	fg1_m13_iso1_rotated	0	0.2	4	78.17	0.12	0.06	5.4	0.28	0.03	12.4	21.07	0.43	0.77
17	fg1_m13_iso1_rotated	0	0.2	5	20.33	0.09	0.04	6.45	0.28	0.01	10.66	22.38	0.0	0.64
18	fg1_m13_iso1_rotated	0	0.2	6	10.64	0.12	0.04	7.09	0.28	0.02	9.74	17.96	0.3	1.3
19	fg1_m13_iso1_rotated	0	0.29	0	0.09	0.02	0.04	7.74	0.77	0.29	4.0	18.83	0.0	1.07
20	fg1_m13_iso1_rotated	0	0.29	1	1.56	0.02	0.04	8.35	0.86	0.5	10.35	24.77	0.3	0.48
21	fg1_m13_iso1_rotated	0	0.29	2	0.89	0.02	0.03	6.99	0.86	0.5	7.24	21.47	0.68	0.48
22	fg1_m13_iso1_rotated	0	0.29	3	12.16	0.03	0.04	13.89	0.86	0.51	2.0	11.23	0.68	0.48
23	fg1_m13_iso1_rotated	0	0.29	4	19.55	0.1	0.03	5.23	0.27	0.02	6.68	13.11	0.43	0.64
24	fg1_m13_iso1_rotated	0	0.29	5	68.53	0.09	0.04	6.15	0.28	0.01	11.82	18.29	0.43	0.77
25	fg1_m13_iso1_rotated	0	0.29	6	28.5	0.07	0.04	5.28	0.26	0.02	8.95	15.57	0.3	0.64
26	fg1_m13_iso1_rotated	0	0.39	0	2.57	0.02	0.03	7.58	0.76	0.28	4.86	24.46	0.0	0.48
27	fg1_m13_iso1_rotated	0	0.39	1	1.67	0.02	0.03	8.06	0.85	0.5	2.0	11.63	0.3	0.48
28	fg1_m13_iso1_rotated	0	0.39	2	1.43	0.02	0.03	8.01	0.86	0.51	1.97	12.18	0.3	0.21
29	fg1_m13_iso1_rotated	0	0.39	3	18.43	0.05	0.04	16.69	0.86	0.51	0.8	4.23	0.3	0.48
30	fg1_m13_iso1_rotated	0	0.39	4	38.57	0.09	0.04	6.11	0.26	0.02	17.43	33.57	0.3	0.88
31	fg1_m13_iso1_rotated	0	0.39	5	6.71	0.06	0.04	4.63	0.28	0.04	15.24	26.09	0.43	0.21
32	fg1_m13_iso1_rotated	0	0.39	6	62.05	0.08	0.04	5.7	0.28	0.02	12.22	32.42	0.0	1.07
33	fg1_m13_iso1_rotated	0	0.49	0	3.61	0.03	0.03	8.19	0.76	0.27	6.27	30.14	0.61	0.88
34	fg1_m13_iso1_rotated	0	0.49	1	2.19	0.02	0.03	8.73	0.82	0.5	7.32	14.14	0.0	0.21
35	fg1_m13_iso1_rotated	0	0.49	2	1.48	0.01	0.03	7.99	0.85	0.5	1.65	7.26	0.0	0.64
36	fg1_m13_iso1_rotated	0	0.49	3	2.7	0.02	0.04	9.19	0.85	0.52	8.38	31.91	0.43	0.21
37	fg1_m13_iso1_rotated	0	0.49	4	57.32	0.22	0.06	6.58	0.29	0.03	7.15	14.42	0.3	0.21
38	fg1_m13_iso1_rotated	0	0.49	5	50.06	0.09	0.04	5.1	0.28	0.03	10.93	14.17	0.3	0.88
39	fg1_m13_iso1_rotated	0	0.49	6	69.9	0.26	0.04	5.21	0.3	0.05	7.37	14.74	0.43	0.48
40	fg1_m13_iso1_rotated	0	0.59	0	9.12	0.04	0.04	12.43	0.77	0.31	4.48	26.79	1.09	0.48
41	fg1_m13_iso1_rotated	0	0.59	1	12.78	0.04	0.04	14.31	0.85	0.52	7.66	15.25	1.21	1.07
42	fg1_m13_iso1_rotated	0	0.59	2	0.42	0.02	0.04	7.09	0.86	0.5	6.64	16.18	0.0	0.21
43	fg1_m13_iso1_rotated	0	0.59	3	2.54	0.02	0.03	8.66	0.82	0.5	2.75	18.34	0.0	0.48
44	fg1_m13_iso1_rotated	0	0.59	4	19.84	0.09	0.05	6.17	0.27	0.05	16.14	23.19	0.3	1.3
45	fg1_m13_iso1_rotated	0	0.59	5	86.96	0.09	0.05	6.1	0.27	0.04	5.55	13.05	0.86	1.07
46	fg1_m13_iso1_rotated	0	0.59	6	58.0	0.08	0.04	5.28	0.31	0.04	4.18	10.29	0.68	0.88
47	fg1_m13_iso1_rotated	0	1.96	0	84.85	0.03	0.05	7.77	0.61	0.43	5.09	26.12	0.43	0.77
48	fg1_m13_iso1_rotated	0	1.96	1	8.51	0.03	0.06	11.31	0.64	0.04	3.77	11.75	0.43	0.77
49	fg1_m13_iso1_rotated	0	1.96	2	23.36	0.03	0.05	14.42	0.82	0.68	6.36	26.17	0.3	0.48
50	fg1_m13_iso1_rotated	0	1.96	4	79.54	0.08	0.06	5.63	0.24	0.65	3.59	13.43	0.68	0.48
51	fg1_m13_iso1_rotated	0	1.96	5	41.28	0.11	0.04	3.67	0.31	0.66	10.25	17.11	0.43	0.77
52	fg1_m13_iso1_rotated	0	1.96	6	50.31	0.11	0.04	4.07	0.27	0.66	15.27	28.4	0.43	0.21
0	fg1_m13_iso0.333_rotated	0	0.05	0	45.34	0.08	0.08	13.02	0.78	0.27	5.19	20.0	0.61	0.48
1	fg1_m13_iso0.333_rotated	0	0.05	1	2.24	0.02	0.07	7.89	0.84	0.49	2.39	7.29	0.68	1.16
2	fg1_m13_iso0.333_rotated	0	0.05	2	2.24	0.02	0.05	8.07	0.84	0.5	15.69	13.57	0.3	0.48
3	fg1_m13_iso0.333_rotated	0	0.05	3	5.16	0.03	0.06	8.39	0.84	0.5	11.96	28.09	0.3	0.48
4	fg1_m13_iso0.333_rotated	0	0.05	4	16.25	0.13	0.07	5.18	0.31	0.01	18.8	20.97	0.3	0.48
5	fg1_m13_iso0.333_rotated	0	0.05	5	5.8	0.12	0.07	4.96	0.29	0.03	16.73	20.41	0.0	0.48
6	fg1_m13_iso0.333_rotated	0	0.05	6	53.11	0.38	0.05	6.08	0.32	0.03	15.85	15.85	0.0	0.77
7	fg1_m13_iso0.333_rotated	0	0.1	0	3.71	0.03	0.06	7.66	0.77	0.29	4.26	14.87	0.3	0.77
8	fg1_m13_iso0.333_rotated	0	0.1	1	7.95	0.03	0.06	10.87	0.84	0.5	9.44	21.35	0.0	0.21
9	fg1_m13_iso0.333_rotated	0	0.1	2	1.87	0.02	0.06	8.65	0.83	0.5	2.8	7.45	0.96	1.44
10	fg1_m13_iso0.333_rotated	0	0.1	3	3.12	0.05	0.06	9.55	0.84	0.49	15.83	29.91	0.0	0.77
11	fg1_m13_iso0.333_rotated	0	0.1	4	42.76	0.15	0.08	5.34	0.29	0.04	19.69	17.15	0.0	0.21
12	fg1_m13_iso0.333_rotated	0	0.1	5	43.3	0.08	0.06	4.1	0.35	0.03	10.28	30.1	0.3	0.48
13	fg1_m13_iso0.333_rotated	0	0.1	6	86.55	0.09	0.09	4.56	0.31	0.01	17.27	11.11	0.3	0.48
14	fg1_m13_iso0.333_rotated	0	0.29	0	1.04	0.05	0.09	8.74	0.68	0.28	8.8	23.77	0.3	0.77
15	fg1_m13_iso0.333_rotated	0	0.29	1	1.42	0.05	0.05	9.09	0.83	0.49	3.58	11.21	0.0	0.21
16	fg1_m13_iso0.333_rotated	0	0.29	2	1.65	0.03	0.07	6.33	0.83	0.5	1.73	4.73	0.0	0.21
17	fg1_m13_iso0.333_rotated	0	0.29	3	9.62	0.04	0.06	11.29	0.81	0.5	2.67	6.61	0.3	0.88
18	fg1_m13_iso0.333_rotated	0	0.29	4	19.2	0.11	0.08	4.14	0.38	0.01	11.96	25.64	0.96	1.37
19	fg1_m13_iso0.333_rotated	0	0.29	5	19.99	0.15	0.09	4.9	0.31	0.04	17.89	15.94	0.68	0.21
20	fg1_m13_iso0.333_rotated	0	0.29	6	13.78	0.1	0.08	3.32	0.35	0.03	10.43	27.11	0.0	1.07
21	fg1_m13_iso0.333_rotated	0	0.49	0	0.76	0.04	0.08	7.97	0.75	0.27	5.1	16.09	0.3	0.48
22	fg1_m13_iso0.333_rotated	0	0.49	1	5.32	0.05	0.08	10.32	0.82	0.49	6.7	19.53	0.43	0.77
23	fg1_m13_iso0.333_rotated	0	0.49	2	3.37	0.03	0.06	6.42	0.83	0.5	3.36	7.12	0.3	0.21
24	fg1_m13_iso0.333_rotated	0	0.49	3	89.73	0.66	0.08	15.51	0.84	0.5	2.45	7.05	0.0	0.48
25	fg1_m13_iso0.333_rotated	0	0.49	4	83.8	0.11	0.08	5.35	0.35	0.02	13.26	32.99	0.68	0.64
26	fg1_m13_iso0.333_rotated	0	0.49	5	12.98	0.11	0.07	3.57	0.34	0.04	4.46	12.53	0.3	0.48
27	fg1_m13_iso0.333_rotated	0	0.49	6	86.91	0.56	0.08	5.31	0.3	0.01	20.42	17.83	0.43	0.88
28	fg1_m13_iso0.333_rotated	0	0.98	0	9.44	0.07	0.08	14.12	0.75	0.34	5.6	19.44	0.3	0.64
29	fg1_m13_iso0.333_rotated	0	0.98	1	0.69	0.05	0.06	12.31	0.82	0.52	6.4	14.82	0.96	0.88
30	fg1_m13_iso0.333_rotated	0	0.98	2	6.62	0.03	0.05	8.45	0.84	0.5	15.93	23.98	0.68	0.48
31	fg1_m13_iso0.333_rotated	0	0.98	3	2.85	0.02	0.07	8.05	0.8	0.47	3.99	8.44	0.68	0.21
32	fg1_m13_iso0.333_rotated	0	0.98	4	33.74	0.18	0.08	4.55	0.33	0.13	15.14	22.73	0.0	0.88
33	fg1_m13_iso0.333_rotated	0	0.98	5	30.15	0.1	0.07	2.8	0.34	0.11	9.79	15.17	2.21	1.56
34	fg1_m13_iso0.333_rotated	0	0.98	6	47.7	0.12	0.1	5.66	0.32	0.11	8.55	18.34	0.3	0.88
35	fg1_m13_iso0.333_rotated	0	1.96	0	73.97	0.08	0.05	11.64	0.56	0.46	10.31	13.51	1.25	0.64
36	fg1_m13_iso0.333_rotated	0	1.96	1	46.48	0.04	0.06	10.18	0.66	0.29	5.99	14.9	0.3	0.77
37	fg1_m13_iso0.333_rotated	0	1.96	2	14.82	0.03	0.06	8.29	0.8	0.69	2.13	3.04	0.3	0.48
38	fg1_m13_iso0.333_rotated	0	1.96	3	26.31	0.04	0.08	9.06	0.8	0.64	3.47	6.12	0.68	0.48
39	fg1_m13_iso0.333_rotated	0	1.96	4	64.5	0.19	0.05	5.77	0.2	0.62	8.98	4.84	0.3	0.77
40	fg1_m13_iso0.333_rotated	0	1.96	5	62.63	0.14	0.05	5.06	0.29	0.63	7.94	4.12	0.68	0.48
41	fg1_m13_iso0.333_rotated	0	1.96	6	61.63	0.13	0.09	4.63	0.3	0.61	7.63	3.87	0.0	0.48
